task_id,repo,github_pr,title,new_eval_verdict,alignment_verdict,alignment_reason,swebench_instance_id,trial_name,agent_success,agent_f2p_tests_passed,agent_f2p_tests_total,agent_f2p_pass_rate,f2p_total_bucket,f2p_result_bucket,source_lines_changed,test_lines_changed,has_test_patch,is_multi_file,is_multi_package,is_refactoring,source_file_count,test_file_count,edit_count,edited_file_count,edited_expected_file_count,edited_source_file_count,edited_test_file_count,bash_count,agent_ran_pytest,agent_ran_tests,edited_files
qutebrowser-ff1c025a,qutebrowser,,"Title: Default font size variable for UI fonts ## Description: Qutebrowser lets users set a default font family, but the",accept,leaked,"The instruction substantially reveals the implementation path and exact symbols changed by the PR rather than only describing the desired behavior. It names internal files and functions/classes and even prescribes code-level mechanics, e.g. ""The file configtypes.py should add a classmethod on Font named set_defaults(default_family, default_size)"", ""The file configinit.py should provide a function named _update_font_defaults"", and ""The file configinit.py should ensure late_init(...) calls configtypes.Font.set_defaults(config.val.fonts.default_family, config.val.fonts.default_size or \""10pt\"") and connects config.instance.changed to _update_font_defaults"". Those are implementation-revealing details rather than merely behavioral requirements.",instance_qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,instance_qutebrowser__qutebrowse__2mqUw2j,False,1533,1537,0.9974,04_101+,partial,95,48,TRUE,TRUE,TRUE,FALSE,4,3,9,3,3,3,0,31,True,True,qutebrowser/config/configdata.yml; qutebrowser/config/configinit.py; qutebrowser/config/configtypes.py
ansible-0ea40e09,ansible,,"""## Title\n\nTypeError combining `VarsWithSources` and `dict` in `combine_vars`\n\n## Description\n\nWhen executing logi",reject,ok,"The instruction and tests are aligned on the observed behavior. The instruction explicitly requires that in replace mode, ""`ansible.vars.manager.VarsWithSources` must interoperate with standard mappings for union (`|`)"" and that ""In the \""replace\"" path of `ansible.utils.vars.combine_vars` with `DEFAULT_HASH_BEHAVIOUR='replace'` ... the result must be the union `a | b`"". The reference tests check exactly that by adding cases where `b=VarsWithSources().new_vars_with_sources(dict(b=2), dict(b='task vars'))` and asserting `self.assertEqual(combine_vars(test['a'], test['b']), test['result'])` under both replace and merge behavior. The tests do not impose extra fixture design beyond the named public type `VarsWithSources`, do not access private APIs, and assert behavioral equality rather than exact formatting.",instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2,instance_ansible__ansible-0ea40e__8Ldvj4f,True,16,16,1.0000,02_6-20,all_passed,32,11,TRUE,TRUE,TRUE,FALSE,3,1,1,1,1,1,0,2,False,False,lib/ansible/vars/manager.py
ansible-0fd88717,ansible,,"""# Title:\n\n `ansible.builtin.password` fails on subsequent runs when ident is saved in the password file.\n\n## Descri",accept,narrow_tests,"The reference tests reach into private/module-internal APIs and existing plugin internals that the instruction does not name, so a valid implementation could satisfy the described behavior yet still fail tests. In particular, the tests directly call private helpers like `password._parse_content(u'12345678 salt=87654321 ident=2a')` and assert it returns three values, and they invoke internal lookup behavior via `self.password_lookup._parse_parameters(...)`, `_read_password_file`, `_write_password_file`, and `lookup_loader.get('password')`. The instruction only states behavioral requirements such as ""The password lookup plugin parses password files containing password, salt, and ident values, returning each component separately"" and ""No new interfaces are introduced,"" but it does not specify that these exact underscore-prefixed functions/classes must exist or preserve their signatures. That is a Helpers-layer narrowness issue.",instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-0fd887__2ts3KZw,False,26,30,0.8667,03_21-100,partial,108,17,TRUE,FALSE,FALSE,FALSE,2,1,7,2,1,1,0,5,True,True,lib/ansible/plugins/lookup/password.py; test_reproduce.py
ansible-106909db,ansible,,"""# Title: Add option to control multipart encoding type in URI module\n\n### Summary\n\nWhen using the URI module with f",reject,ok,"The instruction and tests are closely aligned on the required API and behavior. The instruction explicitly requires: ""The `prepare_multipart` function must support an optional `multipart_encoding` parameter"", ""The implementation must create a `set_multipart_encoding` function"", ""must support at least two encoding types: \""base64\"" and \""7or8bit\"", with base64 as the default value"", and ""must raise a ValueError with a descriptive message when an unsupported encoding type is provided."" The tests check exactly those behaviors: fixture entries include `'multipart_encoding': 'base64'` and `'multipart_encoding': '7or8bit'`, and `test_unknown_wrong_multipart_encoding` asserts `pytest.raises(ValueError, prepare_multipart, fields)` for `'multipart_encoding': 'unknown'`. The tests use the public function named in the instruction (`prepare_multipart`) and do not reach into unnamed private APIs. While the exact multipart fixture encodes concrete email-library output, that output is a direct behavioral consequence of the specified supported encodings rather than an unstated design choice.",instance_ansible__ansible-106909db8b730480615f4a33de0eb5b710944e78-v0f01c69f1e2528b935359cfe578530722bca2c59,instance_ansible__ansible-106909__5T2LabB,True,6,6,1.0000,02_6-20,all_passed,26,26,TRUE,TRUE,TRUE,FALSE,3,3,4,1,1,1,0,4,True,True,lib/ansible/module_utils/urls.py
ansible-11c1777d,ansible,,Title,reject,ok,"The instruction and tests are closely aligned on the required API and behavior. The instruction explicitly specifies the public entry point — ""New function: get_locally_reachable_ips Method"", its location ""File Path: lib/ansible/module_utils/facts/network/linux.py"", and its return contract ""dict: A dictionary containing two keys, `ipv4` and `ipv6`, each associated with a list of locally reachable IP addresses."" The test checks exactly that public method via `res = net.get_locally_reachable_ips('fake/ip')` and asserts the returned dict contains IPv4/IPv6 local routes parsed from `ip -4/-6 route show table local`. The asserted values also match the instruction’s expected behavior of exposing ""a dedicated, easy-to-use list of locally reachable IP ranges for the system (for IPv4 and, where applicable, IPv6)"" including examples like `127.0.0.0/8`, `127.0.0.1`, and prefixes/addresses considered locally reachable. The test does not impose unstated private-API access or format-only requirements beyond the documented dict shape and contents.",instance_ansible__ansible-11c1777d56664b1acb56b387a1ad6aeadef1391d-v0f01c69f1e2528b935359cfe578530722bca2c59,instance_ansible__ansible-11c177__AkRcrkH,False,0,1,0.0000,01_1-5,zero_passed,38,93,TRUE,FALSE,FALSE,FALSE,1,1,2,1,1,1,0,2,True,True,lib/ansible/module_utils/facts/network/linux.py
ansible-12734fa2,ansible,,"""# yaml.representer.RepresenterError: ('cannot represent an object', AnsibleUndefined) on undefined template variable\n\",reject,ok,"The instruction and tests are aligned on the core behavior. The instruction explicitly requires a YAML representer for undefined values — ""Type: Function\n\n   Name: `represent_undefined`\n\n   Path: `lib/ansible/parsing/yaml/dumper.py`"" — and says it should ""return `bool(data)` so that Jinja’s `StrictUndefined` triggers its undefined-variable error during `yaml.dump`."" The reference test checks exactly that behavior: `undefined_object = AnsibleUndefined()` followed by dumping it and expecting `UndefinedError` rather than `yaml.representer.RepresenterError`, i.e. `except UndefinedError: yaml_out = None` and `self.assertIsNone(yaml_out)`. Existing tests for other supported types (`test_vars_with_sources`, vault, bytes, unicode) also match the instruction requirement that these changes ""must not alter the handling of other supported data types already processed by `AnsibleDumper`."" While the instruction also mentions `to_yaml` and `to_nice_yaml` filter error wrapping, the provided reference tests simply do not cover those parts; that is not a narrow-test problem because the tests do not require more than the instruction states.",instance_ansible__ansible-12734fa21c08a0ce8c84e533abdc560db2eb1955-v7eee2454f617569fd6889f2211f75bc02a35f9f8,instance_ansible__ansible-12734f__cjWDAuQ,True,5,5,1.0000,01_1-5,all_passed,26,12,TRUE,TRUE,TRUE,FALSE,3,1,6,2,2,2,0,3,True,True,lib/ansible/parsing/yaml/dumper.py; lib/ansible/plugins/filter/core.py
ansible-164881d8,ansible,,"""## Title\n\nDeprecation of UnsafeProxy causes inconsistency in variable wrapping\n\n## Description of the problem\n\nTh",reject,ok,"The instruction closely matches what the tests assert. It explicitly specifies the wrap_var contract: ""If v is already an AnsibleUnsafe instance, return it unchanged"", ""If v is a Mapping, MutableSequence, or Set, return the same container type with all contained elements recursively processed by wrap_var"", ""If v is binary_type (bytes), return AnsibleUnsafeBytes(v)"", ""If v is text_type (unicode/str), return AnsibleUnsafeText(v)"", and ""If v is None, return None without wrapping."" The reference tests check exactly those behaviors in `test_wrap_var_text`, `test_wrap_var_bytes`, `test_wrap_var_dict`, `test_wrap_var_list`, `test_wrap_var_set`, `test_wrap_var_tuple`, `test_wrap_var_None`, `test_wrap_var_unsafe_text`, and `test_wrap_var_unsafe_bytes`. The instruction also states ""Maintain public API surface: export only AnsibleUnsafe and wrap_var from ansible.utils.unsafe_proxy via __all__; do not export UnsafeProxy,"" which aligns with the diff, while the tests only import `AnsibleUnsafe, AnsibleUnsafeBytes, AnsibleUnsafeText, wrap_var` and do not impose extra hidden requirements. The tests are behavioral rather than format-fragile, and they do not reach into private APIs.",instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,instance_ansible__ansible-164881__TEA8wyd,False,14,15,0.9333,02_6-20,near_miss,38,34,TRUE,TRUE,FALSE,FALSE,3,1,7,3,3,3,0,6,True,True,lib/ansible/executor/task_executor.py; lib/ansible/template/__init__.py; lib/ansible/utils/unsafe_proxy.py
ansible-185d4103,ansible,,"""# Title: Avoid duplicated host label rendering logic in default callback plugin \n\n## Description \nThe default stdout",reject,ok,"The instruction closely matches the tests and the diff. It explicitly requires the tested API and behavior: ""A static method `host_label` must exist on `CallbackBase`."" and ""When delegation metadata is present under `result._result['_ansible_delegated_vars']['ansible_host']`, it must return `\""primary -> delegated\""` as a plain string."" The reference tests check exactly that in `test_host_label` and `test_host_label_delegated`, e.g. `self.assertEquals(CallbackBase.host_label(result), 'host1')` and `self.assertEquals(CallbackBase.host_label(result), 'host1 -> host2')`. The PR diff implements the same contract in `lib/ansible/plugins/callback/__init__.py` via `@staticmethod def host_label(result): ... return ""%s -> %s"" % (hostname, delegated_vars['ansible_host'])` or the base hostname otherwise. While the instruction names the file path and method, that is the intended public interface here rather than undue fix leakage.",instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-185d41__QoXZZp2,True,29,29,1.0000,03_21-100,all_passed,70,14,TRUE,TRUE,TRUE,FALSE,3,1,1,1,1,1,0,2,True,True,lib/ansible/plugins/callback/__init__.py
ansible-189fcb37,ansible,,"""## Title: Add NIOS Fixedaddress to manage Infoblox DHCP Fixed Address (IPv4/IPv6) in Ansible\n\n### Description Users n",reject,ok,"The instruction closely matches what the reference tests exercise. It explicitly requires a new module file — ""The `lib/ansible/modules/net_tools/nios/nios_fixed_address.py` file must manage Infoblox DHCP Fixed Address entries"" — and the tests import that exact module: `from ansible.modules.net_tools.nios import nios_fixed_address`. It also specifies the key API and behavior the tests rely on: support for `state=present`/`absent`, required params `name`, `ipaddr`, `mac`, and `network`, default `network_view` of `'default'`, support for both IPv4 and IPv6, and WAPI constants in `api.py` (`NIOS_IPV4_FIXED_ADDRESS = 'fixedaddress'` and `NIOS_IPV6_FIXED_ADDRESS = 'ipv6fixedaddress'`). The tests check create/update/delete behavior for IPv4 and IPv6 fixed addresses via `wapi.run(...)`, which is the behavioral contract described in the instruction. There are no test assertions on exact error strings or other format-only details, and the tests do not require unnamed private APIs.",instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,instance_ansible__ansible-189fcb__4fjrfG5,True,5,5,1.0000,01_1-5,all_passed,266,201,TRUE,FALSE,FALSE,FALSE,2,1,4,3,2,2,0,3,True,True,lib/ansible/module_utils/net_tools/nios/api.py; lib/ansible/modules/net_tools/nios/nios_fixed_address.py; test_fixed_address.py
ansible-1a4644ff,ansible,,"""## Title:\npsrp connection plugin accepts undocumented extras, causing ambiguous and inconsistent configuration.\n\n###",reject,leaked,"The instruction discloses the exact internal implementation targets and private API the tests exercise, effectively prescribing the fix. It explicitly names private symbols and structures: ""The `_psrp_conn_kwargs` structure must reflect the effective configuration obtained from `get_option()`"", and ""The `allow_extras` attribute and any reference to `AUTH_KWARGS` must be eliminated"". The tests then directly call the private helper and inspect internals: `conn._build_kwargs()` and `getattr(conn, attr)` for `_psrp_conn_kwargs`, `_psrp_port`, `_psrp_auth`, etc. This is not a narrow-tests problem because the instruction already names those internals; rather, it over-reveals the implementation path.",instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,instance_ansible__ansible-1a4644__8yWYMmb,False,0,11,0.0000,02_6-20,zero_passed,116,106,TRUE,FALSE,TRUE,FALSE,2,1,6,1,1,1,0,6,True,True,lib/ansible/plugins/connection/psrp.py
ansible-1bd7dcf3,ansible,,"""# Support for choosing bcrypt version/ident with password_hash filter\n\n### Summary\n\nWhen generating BCrypt (“blowfi",reject,narrow_tests,"The instruction does cover the public feature well, but the reference tests require additional non-public/API-shape details that are not fully named in the instruction. In particular, tests directly exercise private lookup-plugin helpers and metadata formatting: `password._parse_parameters(...)`, `password._format_content(...)`, and `password._parse_content(...)` in `test/units/plugins/lookup/test_password.py`. The instruction says to ""parse term parameters, carry ‘ident’ through the hashing call, and write it to the on-disk metadata line together with ‘salt’ so repeated runs reproduce the same choice,"" but it does not name those private symbols or specify the exact accepted term syntax/parsed dict shape that fixtures assert, e.g. `params=dict(length=password.DEFAULT_LENGTH, encrypt=None, ident=None, chars=DEFAULT_CHARS)`. The tests also lock in a specific defaulting behavior via exact hash outputs, e.g. `assert_hash(""$2a$12$123456789012345678901ugbM1PeTfRQ0t6dCJu5lQA8hwrZOYgDu"", ... algorithm=""bcrypt"", salt='1234567890123456789012')`, which is covered by the instruction, but the private-helper access makes the task unfairly narrow for alternative valid implementations.",instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-1bd7dc__C5JLyk4,False,37,39,0.9487,03_21-100,near_miss,137,94,TRUE,TRUE,TRUE,FALSE,5,2,17,3,3,3,0,11,True,True,lib/ansible/plugins/filter/core.py; lib/ansible/plugins/lookup/password.py; lib/ansible/utils/encrypt.py
ansible-1ee70fc2,ansible,,"""###Title \n Inconsistent Python identifier validation behavior between Python 2 and Python 3 in ansible.utils.vars.isid",reject,ok,"The instruction and tests are closely aligned on the public behavior of `ansible.utils.vars.isidentifier`. The tests check that valid identifiers like `""foo""` and `""foo1_23""` return true, that invalid cases such as `""pass""`, whitespace-containing strings, numeric-leading strings, empty strings, and dashed names return false, and that `""True""`, `""False""`, `""None""`, and non-ASCII `""křížek""` are rejected. These behaviors are explicitly specified in the instruction: it says the function must treat empty strings and strings containing whitespaces as invalid, reject non-ASCII characters to unify Python 2/3 behavior, and reject `""True""`, `""False""`, and `""None""` on Python 2 as well. The tests only call the public API `from ansible.utils.vars import isidentifier` and assert behavioral outcomes, not private internals or formatting details.",instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86,instance_ansible__ansible-1ee70f__wFctLQQ,True,11,11,1.0000,02_6-20,all_passed,63,49,TRUE,FALSE,FALSE,FALSE,1,1,3,1,1,1,0,4,True,True,lib/ansible/utils/vars.py
ansible-29aea9ff,ansible,,"""## Title\n\nConstructed inventory: Keyed groups generate useless names with empty values ​​and lack of substitution/omi",accept,narrow_tests,"The tests require use of a private internal API that the instruction never names. The reference tests call `inventory_module._add_host_to_keyed_groups(...)` and manipulate internals like `r._options = {'leading_separator': True}` in the fixture, but the instruction says only `""No new interfaces are introduced""` and does not mention this non-public method or fixture-dependent setup. Under the V4 helpers layer, that means a valid implementation could satisfy the described behavior yet fail the tests because the helpers can only reach one specific internal symbol. Evidence: test fixture sets `r._options = {'leading_separator': True}` and tests invoke `inventory_module._add_host_to_keyed_groups(...)`; instruction does not name either symbol. The assertions themselves are mostly aligned with the instruction, including the exact parser error message `parameters are mutually exclusive for keyed groups: default_value|trailing_separator`, which the instruction does specify exactly.",instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-29aea9__BAr9GUw,True,14,14,1.0000,02_6-20,all_passed,61,191,TRUE,TRUE,TRUE,FALSE,3,7,2,2,1,1,0,5,True,True,lib/ansible/plugins/inventory/__init__.py; test_repro.py
ansible-34db57a4,ansible,,"""# Missing fact for usable CPU count in containers\n\n## Description\n\nIn containerized environments such as OpenVZ, LX",reject,ok,"The instruction and tests are closely aligned on both API and behavior. The instruction explicitly names the target implementation point — ""implemented in the Linux hardware facts collection, specifically in the method LinuxHardware.get_cpu_facts() located in lib/ansible/module_utils/facts/hardware/linux.py"" — and the tests call that exact method: ""assert test['expected_result'] == inst.get_cpu_facts(collected_facts=collected_facts)"". It also specifies the fallback order the tests exercise: ""If os.sched_getaffinity(0) is available... report the length... If os.sched_getaffinity is not available, the implementation must use ... get_bin_path ... self.module.run_command(cmd) ... If neither method succeeds, the fact must retain the initial value obtained from processor_occurence."" The tests correspondingly patch ""os.sched_getaffinity"" in one case and force ""side_effect=AttributeError"" plus ""get_bin_path"" and ""module.run_command.return_value"" in another. Finally, the instruction requires ""The key processor_nproc must be included in the returned facts dictionary and exposed through the setup module under the public name ansible_processor_nproc"" and the expected test results include ""'processor_nproc': ..."" while preserving existing facts like ""processor_vcpus"" unchanged.",instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,instance_ansible__ansible-34db57__72vJtav,False,2,3,0.6667,01_1-5,near_miss,29,57,TRUE,TRUE,TRUE,FALSE,4,2,1,1,1,1,0,2,True,True,lib/ansible/module_utils/facts/hardware/linux.py
ansible-3889ddeb,ansible,,"""## Title: iptables - added a chain_management parameter to control chain\n\n## Description\n\nI’m managing custom IPtab",accept,narrow_tests,"The tests require behavior beyond the instruction’s stated contract. The instruction says deletion should occur only ""when `chain_management` is `true` and `state` is `absent`, and only the `chain` parameter and optionally the `table` parameter are provided,"" but the unit tests `test_chain_deletion` / `test_chain_deletion_check_mode` only pass `chain`, `state`, and `chain_management` and do not verify the restriction against extra rule parameters. More importantly, `test_chain_creation` expects a present-state invocation with only `chain` and `chain_management` to still perform rule-management flow: it asserts commands `['/sbin/iptables', '-t', 'filter', '-C', 'FOOBAR']` and then `['/sbin/iptables', '-t', 'filter', '-A', 'FOOBAR']`. The instruction instead says creation should happen ""without modifying or interfering with existing rules in that chain,"" which does not imply an append-rule operation on an otherwise ruleless request. The tests also bake in specific command sequencing and exact invocations (`-C` before `-L`, `-N`, `-A`) that are not required by the instruction.",instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59,instance_ansible__ansible-3889dd__fus3S5J,False,21,27,0.7778,03_21-100,partial,61,334,TRUE,FALSE,TRUE,FALSE,2,10,3,1,1,1,0,2,True,True,lib/ansible/modules/iptables.py
ansible-39bd8b99,ansible,,"""# `async_wrapper` produces inconsistent information across exit paths\n\n# Summary\n\nThe `async_wrapper` module return",reject,ok,"The instruction, tests, and diff are aligned around the same behavioral change. The instruction explicitly names the new public interfaces — ""Function: `end`"" and ""Function: `jwrite`"" in `lib/ansible/modules/async_wrapper.py` — and also specifies that job result files are written atomically and that all execution paths should produce consistent JSON. The reference test exercises `_run_module` writing a job file and now sets the global `job_path` before calling it: `monkeypatch.setattr(async_wrapper, 'job_path', job_path)` and `res = async_wrapper._run_module(command, jobid)`, then asserts the persisted JSON contains the module result and stderr. That matches the diff, which changes `_run_module(wrapped_cmd, jid, job_path)` to `_run_module(wrapped_cmd, jid)` and routes writes through `jwrite(...)` using global `job_path`. While the test does touch a non-public function `_run_module`, the instruction already exposes the key file/module context and new interfaces needed to predict this behavior, and the assertions are behavioral (`rc` and `stderr` in the job file), not fragile format checks.",instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,instance_ansible__ansible-39bd8b__o9FwbuN,False,0,1,0.0000,01_1-5,zero_passed,99,5,TRUE,FALSE,TRUE,FALSE,2,1,1,1,1,1,0,4,True,True,lib/ansible/modules/async_wrapper.py
ansible-3b823d90,ansible,,"""## Title: “More efficient vars file reads” regression causing performance issues\n\n## Summary\n\nDisabling the file ca",reject,ok,"The instruction closely matches what the tests check. It explicitly requires that ""`DataLoader.load_from_file` must accept a `cache` parameter with at least the values `'none'` and `'vaulted'`"", that with `cache='none'` it ""must not add any entry to the internal file cache"", and that with `cache='vaulted'` on a vaulted file it ""must contain an entry"" and subsequent calls ""must return the cached result from the internal file cache instead of re-reading the file."" The added unit test in `test/units/parsing/test_dataloader.py` checks exactly those behaviors: `output = self._loader.load_from_file('dummy_vault.txt', cache='none')`, then `self.assertFalse(self._loader._FILE_CACHE)`, then `output = self._loader.load_from_file('dummy_vault.txt', cache='vaulted')` and `self.assertTrue(self._loader._FILE_CACHE)`, followed by overwriting the cache and asserting the next `cache='vaulted'` call returns the cached object. The integration/plugin test updates from `cache=False` to `cache='none'`, which is also directly covered by the instruction’s stated cache parameter contract. Although the tests touch the internal attribute `_FILE_CACHE`, the instruction itself names ""the internal file cache,"" so a senior engineer could reasonably predict that cache state would be asserted.",instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,instance_ansible__ansible-3b823d__y4chqjb,True,31,31,1.0000,03_21-100,all_passed,45,21,TRUE,TRUE,TRUE,FALSE,7,3,6,6,6,6,0,7,True,True,lib/ansible/parsing/dataloader.py; lib/ansible/plugins/inventory/__init__.py; lib/ansible/plugins/inventory/auto.py; lib/ansible/plugins/inventory/yaml.py; lib/ansible/plugins/vars/host_group_vars.py; lib/ansible/vars/manager.py
ansible-3db08adb,ansible,,"""### Issue title: Pass attribute to the max filter and min filter\n\n## SUMMARY:\n\nThe jinja2 filter for max and min al",reject,ok,"The instruction and tests are closely aligned on both API and behavior. The instruction explicitly requires that ""The `min` and `max` filter functions in `mathstuff.py` must support the keyword arguments (at least 'attribute' and 'case_sensitive')"" and that ""If Jinja2’s enhanced filters (`do_min` and `do_max`) are available, the filters must forward all keyword arguments"". The reference tests check exactly those behaviors: `assert ms.min(env, ({'key': 'a'}, {'key': 'b'}, {'key': 'c'}), attribute='key') == {'key': 'a'}` and `assert ms.max(env, ('a', 'A', 'b', 'B'), case_sensitive=True) == 'b'`. The instruction also specifies the environmentfilter design choice — ""The min and max functions must be decorated with `@environmentfilter`"" — which matches the fixture change to call `ms.min(env, ...)` / `ms.max(env, ...)`. There are no helper-layer violations, and the tests shown do not assert any unstated format-only details for min/max beyond the specified behavior.",instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,instance_ansible__ansible-3db08a__QUVfqNF,True,49,49,1.0000,03_21-100,all_passed,46,18,TRUE,TRUE,TRUE,FALSE,3,1,7,1,1,1,0,11,True,True,lib/ansible/plugins/filter/mathstuff.py
ansible-415e08c2,ansible,,Title: `_check_locale` fallback to `'C'` locale may cause Unicode issues in output parsing,reject,leaked,"The instruction essentially encodes the exact implementation and test contract. It names the precise helper, path, signature, default constant, command invocation, fallback behavior, and even the private method integration point: ""A helper named `get_best_parsable_locale` must exist at `ansible/module_utils/common/locale.py`"", ""Default preference order when `preferences is None` must be exactly `['C.utf8', 'en_US.utf8', 'C', 'POSIX']`"", and ""In `ansible/module_utils/basic.py::_check_locale`, the first attempt must remain `locale.setlocale(locale.LC_ALL, '')`."" Those details directly mirror the tests and diff rather than describing the bug at a higher level.",instance_ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e-v7eee2454f617569fd6889f2211f75bc02a35f9f8,instance_ansible__ansible-415e08__7aVhNFn,True,11,11,1.0000,02_6-20,all_passed,72,43,TRUE,TRUE,TRUE,FALSE,3,2,3,2,2,2,0,3,False,True,lib/ansible/module_utils/basic.py; lib/ansible/module_utils/common/locale.py
ansible-48915637,ansible,,Meraki modules fail immediately on HTTP 429/500/502 responses from the Meraki API,reject,narrow_tests,"The tests require an unstated implementation detail for the successful-after-retries path. The instruction says only: ""If a sequence of 429 responses is followed by a successful response (2xx), 'MerakiModule.request(...)' must complete without raising and reflect the final success status."" But the helper used by `test_fetch_url_429_success` is hard-wired to inspect a specific internal attribute: `def mocked_fetch_url_rate_success(module, *args, **kwargs):\n    if module.retry_count == 5:`. Neither the instruction nor the declared interface mentions a `retry_count` attribute; instead the diff adds `self.retry`, not `retry_count`. This is a V4 helpers/fixture-style unstated requirement that can make a valid implementation fail the reference tests.",instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,instance_ansible__ansible-489156__2FAdXKK,False,1,3,0.3333,01_1-5,near_miss,90,36,TRUE,TRUE,TRUE,FALSE,3,1,2,1,1,1,0,4,True,True,lib/ansible/module_utils/network/meraki/meraki.py
ansible-4c5ce5a1,ansible,,"""# Support respawning modules under compatible interpreters and remove dependency on `libselinux-python` for basic SELin",accept,ok,"The instruction is tightly aligned with the reference tests and the diff. It explicitly names the new respawn API and globals that the tests exercise: ""expose function has_respawned at ansible/module_utils/common/respawn.py"", ""expose function respawn_module at ansible/module_utils/common/respawn.py"", ""probe_interpreters_for_module ... returns the first interpreter path able to import a given module name"", and ""Ensure the module execution harness provides the globals _module_fqn and _modlib_path to the module’s __main__"". The integration respawn test uses exactly those APIs and behavior: `from ansible.module_utils.common.respawn import respawn_module, has_respawned` and asserts nested respawns fail. The instruction also precisely specifies the SELinux shim path and symbols — ""Introduce an internal SELinux shim at ansible/module_utils/compat/selinux.py that exposes is_selinux_enabled, is_selinux_mls_enabled, lgetfilecon_raw, matchpathcon, lsetfilecon, and selinux_getenforcemode"" — matching unit tests that patch `ansible.module_utils.compat.selinux.*` and the recursive finder test that requires `ansible/module_utils/compat/selinux.py` in the payload baseline. Format-sensitive assertions are also covered because the instruction includes exact failure strings for apt/dnf/package_facts and the policycoreutils-python(3) substring for SELinux test utility modules.",instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,instance_ansible__ansible-4c5ce5__QzPDoPw,False,15,17,0.8824,02_6-20,near_miss,556,776,TRUE,TRUE,TRUE,FALSE,12,13,22,10,10,10,0,29,True,True,lib/ansible/executor/module_common.py; lib/ansible/module_utils/basic.py; lib/ansible/module_utils/common/respawn.py; lib/ansible/module_utils/compat/selinux.py; lib/ansible/module_utils/facts/system/selinux.py; lib/ansible/modules/apt.py; lib/ansible/modules/apt_repository.py; lib/ansible/modules/dnf.py; lib/ansible/modules/package_facts.py; lib/ansible/modules/yum.py
