task_id,repo,github_pr,commit_sha,base_sha,merge_base_sha,title,human_reviewer_comments,new_eval_verdict,new_alignment_verdict,new_eval_reason,new_alignment_reason,swebench_instance_id,author,date,score,has_test_patch,is_multi_file,is_multi_package,is_refactoring,packages_touched,package_names,source_files,test_files,other_files,source_lines_changed,test_lines_changed,f2p_tests,p2p_tests,summary,match_key_used,new_task_id,new_stage,new_hardness_band,new_hardness_verdict,new_alignment_verdict,new_alignment_reason,new_needs_human_review,new_human_review_reason,new_swebench_instance_id,new_commit_sha,agent_success,agent_f2p_tests_passed,agent_f2p_tests_total
ansible-984216f5,ansible,,984216f52e76b904e5b0fa0fb956ab4f1e0a7751,d79b23910a1a16931885c5b3056179e72e0e6466,d79b23910a1a16931885c5b3056179e72e0e6466,"""##Title  Plugin Redirection and Deprecation Handling Is Inconsistent\n\n### Summary\n\nPlugin redirection, removal, and",,reject,leaked,"Q5: contamination risk is high. This is a well-known Ansible core commit from before Sept 2025, in one of the most popular open-source repos. The commit addresses a documented issue about plugin redirection/deprecation handling inconsistency, which is widely discussed. Additionally, Q3 is borderline — while test_action.py has changes, they are mock adjustments rather than behavioral verification tests that exercise the new error/deprecation paths end-to-end. The integration test change is just adding a period to a string. The unit test changes are updating mocks to match the new API (find_plugin_with_context) rather than testing the core logic of consistent deprecation message generation and plugin removal error handling. This limits the ability to build a robust verifier.","The instruction substantially reveals the implementation path and exact code changes rather than describing the bug at a behavioral level. It names exact internal symbols and files, e.g. ""Have `plugin_loader.get` delegate to `get_with_context` and return only the `object` component from the result."", ""Update `task_executor.py` so that `_get_connection` uses `get_with_context` to obtain the connection plugin and extracts the instance from the returned tuple."", and ""Within `action/__init__.py`, have `_configure_module` rely on `find_plugin_with_context` and raise `AnsibleError` if the plugin remains unresolved after redirection."" Those map directly to the diff and expose the fix recipe.",instance_ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751-v1055803c3a812189a1133297f7f5468579283f86,swebench-pro,,6,TRUE,TRUE,FALSE,FALSE,1,lib,lib/ansible/config/ansible_builtin_runtime.yml; lib/ansible/errors/__init__.py; lib/ansible/executor/task_executor.py; lib/ansible/plugins/action/__init__.py; lib/ansible/plugins/loader.py; lib/ansible/template/__init__.py; lib/ansible/utils/collection_loader/_collection_finder.py; lib/ansible/utils/display.py,test/integration/targets/collections/collection_root_user/ansible_collections/testns/testbroken/plugins/filter/broken_filter.py; test/units/plugins/action/test_action.py,,286,17,,,,swebench_instance_id,ansible-984216f5,rejected,,,,,FALSE,,instance_ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751-v1055803c3a812189a1133297f7f5468579283f86,984216f52e76b904e5b0fa0fb956ab4f1e0a7751,FALSE,15,16
ansible-b5e02936,ansible,,b5e0293645570f3f404ad1dbbe5f006956ada0df,9b0d2decb24b5ef08ba3e27e4ab18dcf10afbbc4,9b0d2decb24b5ef08ba3e27e4ab18dcf10afbbc4,"""## Title: PowerShell CLIXML output displays escaped sequences instead of actual characters\n\n### Description:\n\nWhen",,accept,leaked,"Q1: Models will diverge in approach. The core challenge is implementing correct CLIXML deserialization of Unicode escape sequences (_xDDDD_) including surrogate pairs, escaped literals (_x005F_), and control characters. This requires reasoning about UTF-16-BE encoding/decoding, regex matching on byte sequences, and correctly handling edge cases like surrogate halves and escaped underscores. Q2: The problem is genuinely hard — it's not a simple find-line-fix-line bug but requires understanding PowerShell's serialization format, UTF-16 surrogate pair encoding, and careful regex construction on byte-level data. Q3: Tests exist — both unit tests (parametrized with many edge cases) and integration tests. Q4: Pure Python. Q5: Pre-Sept-2025 but the specific encoding logic is niche enough that contamination risk is moderate. Per design_principles: preserving existing behavior (basic CLIXML parsing, multiple stream support, nested elements) while adding new behavior (proper Unicode deserialization) is a genuine trap where models must reason about the full parsing pipeline.","The instruction exposes the exact private function and much of the implementation contract the diff introduces, e.g. it says ""`_parse_clixml` should be updated to include type annotations, accepting `data: bytes` and `stream: str = \""Error\""`, and returning `bytes`."", ""`_parse_clixml` should process all `<Objs …>…</Objs>` blocks present in the input in order"", and ""`_parse_clixml` should treat `_x005F_` specially"". The reference tests directly target that same private helper: `from ansible.plugins.shell.powershell import _parse_clixml` and assert those exact cases. This is not a misalignment problem; it is instruction leakage of the solution/API surface.",instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,swebench-pro,,5.5,TRUE,FALSE,TRUE,FALSE,2,changelogs; lib,changelogs/fragments/powershell-clixml.yml; lib/ansible/plugins/shell/powershell.py,test/integration/targets/connection_winrm/tests.yml; test/units/plugins/shell/test_powershell.py,,54,46,,,,swebench_instance_id,ansible-b5e02936,promising,,,,,FALSE,,instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,b5e0293645570f3f404ad1dbbe5f006956ada0df,FALSE,6,7
ansible-b6290e1d,ansible,,b6290e1d156af608bd79118d209a64a051c55001,b6e71c5ffb8ba382b6f49fc9b25e6d8bc78a9a88,b6e71c5ffb8ba382b6f49fc9b25e6d8bc78a9a88,**Title:** Missing ICX Logging Module for Ruckus ICX 7000 Series Switches,,reject,leaked,"matches BT1 pattern — trivial core logic in a complex repo. This is a new module addition where the core logic is straightforward template-based command generation (string formatting for logging commands) with simple regex parsing of config output. The module follows an established pattern already present for other ICX modules (icx_banner, icx_system, etc.), so the task reduces to copying an existing pattern and filling in logging-specific details. There is no meaningful integration challenge — the module is self-contained and wires into the existing icx module infrastructure trivially. Models would not diverge in strategy; they would all follow the same pattern-replication approach. Additionally, Q5 contamination risk is high — this is a 2019 commit in a very well-known repository (ansible) with clear PR history.","The instruction substantially reveals the implementation path and internal API the PR adds, beyond behavioral requirements. It names exact functions and even helper interactions, e.g. ""The system should provide an `icx_logging` module ... and should use `map_params_to_obj()` and `check_required_if()` functions"", ""The system should use `map_obj_to_commands()` function to generate appropriate ICX device commands"", and ""Create a function `main()` that serves as the module entry point."" It also prescribes internal parsing helpers: ""Create a function `parse_port(line, dest)`..."", ""Create a function `parse_name(line, dest)`..."", and ""Create a function `parse_address(line, dest)`..."". This is implementation leakage rather than merely specifying externally observable behavior.",instance_ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a,swebench-pro,,3.5,TRUE,FALSE,FALSE,FALSE,1,lib,lib/ansible/modules/network/icx/icx_logging.py,test/units/modules/network/icx/fixtures/icx_logging_config.cfg; test/units/modules/network/icx/test_icx_logging.py,,582,166,,,,swebench_instance_id,ansible-b6290e1d,rejected,,,,,FALSE,,instance_ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a,b6290e1d156af608bd79118d209a64a051c55001,FALSE,6,8
ansible-c616e54a,ansible,,c616e54a6e23fa5616a1d56d243f69576164ef9b,b479adddce8fe46a2df5469f130cf7b6ad70fdc4,b479adddce8fe46a2df5469f130cf7b6ad70fdc4,"""# Title\n\n`module_common` fails to resolve `module_utils` from collections (redirects, package `__init__` relative imp",,reject,leaked,"Q5: contamination risk is high — this is a well-known Ansible core commit from the ansible/ansible repository, which is extremely popular and widely indexed. The commit addresses a documented bug with module_utils finder resolution that has clear GitHub issues. Additionally, Q1/Q2: while the refactor of module_common.py is substantial, much of the diff is mechanical updates to ansible_builtin_runtime.yml (redirect mappings) and the core logic change follows a relatively predictable pattern of replacing recursive finder logic with iterative resolution. The unit tests were largely simplified (removing assertions rather than adding complex new ones), and the integration tests are straightforward assertion checks. The bulk of the diff is configuration/mapping changes rather than algorithmic complexity where models would meaningfully diverge in strategy.","The instruction substantially discloses the intended implementation and internal API surface rather than describing only the bug behavior. It names exact internal classes and methods — e.g. ""Type: Class\n\nName: ModuleUtilLocatorBase\n\nPath: lib/ansible/executor/module_common.py"" and ""Type: Method\n\nName: candidate_names_joined (ModuleUtilLocatorBase)"" — and prescribes the fix strategy in detail: ""Dependency resolution must use a queue-based processing approach to discover and resolve all `module_utils` dependencies, replacing the previous recursive implementation."" That matches the diff’s internal refactor from recursive traversal to queued processing in `module_common.py`, so a solver can largely reconstruct the patch path from the instruction alone.",instance_ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b-v1055803c3a812189a1133297f7f5468579283f86,swebench-pro,,7,TRUE,TRUE,TRUE,FALSE,2,changelogs; lib,changelogs/fragments/module_utils_finder_refactor.yml; lib/ansible/config/ansible_builtin_runtime.yml; lib/ansible/executor/module_common.py; lib/ansible/utils/collection_loader/_collection_finder.py,test/integration/targets/collections/collection_root_user/ansible_collections/testns/othercoll/plugins/module_utils/formerly_testcoll_pkg/__init__.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/othercoll/plugins/module_utils/formerly_testcoll_pkg/submod.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/meta/runtime.yml; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/module_utils/nested_same/__init__.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/module_utils/nested_same/nested_same/__init__.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/module_utils/subpkg/__init__.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/module_utils/subpkg_with_init/__init__.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/module_utils/subpkg_with_init/mod_in_subpkg_with_init.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/modules/uses_collection_redirected_mu.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/modules/uses_leaf_mu_module_import_from.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/modules/uses_mu_missing.py; test/integration/targets/collections/collection_root_user/ansible_collections/testns/testcoll/plugins/modules/uses_mu_missing_redirect_collection.py; ...(+6 more),,2028,217,,,,swebench_instance_id,ansible-c616e54a,rejected,,,,,FALSE,,instance_ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b-v1055803c3a812189a1133297f7f5468579283f86,c616e54a6e23fa5616a1d56d243f69576164ef9b,FALSE,0,6
ansible-d30fc6c0,ansible,,d30fc6c0b359f631130b0e979d9a78a7b3747d48,a58fcde3a0d7a93c363ae7af4e6ee03001b96d82,a58fcde3a0d7a93c363ae7af4e6ee03001b96d82,"""# ansible-galaxy does not preserve internal symlinks in collections and lacks safe extraction for symlink members\n\n##",,accept,leaked,"Q1: Models will diverge significantly in approach. This task requires coordinating symlink handling across multiple phases (build manifest, tar creation, tar extraction for both files and directories) while preserving existing non-symlink behavior. The integration complexity spans _build_files_manifest, _build_collection_tar, _extract_tar_dir (new), _extract_tar_file, and _is_child_path (new helper), plus the _tarfile_extract context manager signature change that ripples to all callers. Q2: The core problem is genuinely hard — it requires security-conscious path validation (preventing symlinks that escape the collection directory), correct relative path computation during both build and install, and handling the asymmetry between directory symlinks and file symlinks. Q3: Both unit tests (test_collection.py) and integration tests (install.yml, setup_collections.py) are included. Q4: Pure Python. Q5: Pre-Sept-2025 Ansible commit but the specific symlink-handling logic is sufficiently niche to reduce contamination risk. Design principle: 'Preserving existing behavior while adding new behavior is a genuine trap' — this commit must handle symlinks without breaking normal file/dir extraction, and the security validation (_is_child_path) must work for both relative and absolute symlink targets.","The instruction directly names private implementation points and the exact fix path that the tests and diff exercise. For example, it specifies: ""`_build_collection_tar` must write symlink entries"", ""`_walk` must avoid recursing into symlinked directories"", ""provide `_is_child_path`"", ""`_tarfile_extract` and `_get_tar_file_member` must return both the `TarInfo` and a readable stream"", and ""during `install_artifact`, use `_extract_tar_dir` and `_extract_tar_file`"". The diff mirrors this verbatim by adding `_is_child_path`, changing `_tarfile_extract` to `yield member, tar_obj`, updating `_build_collection_tar` to emit `tarfile.SYMTYPE`, and using `_extract_tar_dir` / `_extract_tar_file` during install. This is implementation-path leakage rather than a hidden test requirement.",instance_ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48-v1055803c3a812189a1133297f7f5468579283f86,swebench-pro,,7,TRUE,FALSE,TRUE,FALSE,2,changelogs; lib,changelogs/fragments/galaxy-symlinks.yaml; lib/ansible/galaxy/collection.py,test/integration/targets/ansible-galaxy-collection/library/setup_collections.py; test/integration/targets/ansible-galaxy-collection/tasks/install.yml; test/integration/targets/ansible-galaxy-collection/tasks/main.yml; test/units/galaxy/test_collection.py,,117,105,,,,swebench_instance_id,ansible-d30fc6c0,promising,,,,,FALSE,,instance_ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48-v1055803c3a812189a1133297f7f5468579283f86,d30fc6c0b359f631130b0e979d9a78a7b3747d48,FALSE,55,58
ansible-d58e69c8,ansible,,d58e69c82d7edd0583dd8e78d76b075c33c3151e,a6e671db25381ed111bbad0ab3e7d97366395d05,a6e671db25381ed111bbad0ab3e7d97366395d05,Title:,,accept,leaked,"Q1: Models will diverge on integration strategy. This commit requires threading a new `decompress` parameter through multiple layers (Request.__init__, Request.open, open_url, fetch_url, fetch_file, and into module argument specs for both get_url and uri), implementing a GzipDecodedReader class that wraps response objects differently for Py2/Py3, and correctly modifying the response object post-urlopen to handle Content-Length mismatches. The design_principles criterion 'preserving existing behavior while adding new behavior' applies strongly — the agent must add gzip decompression without breaking the existing HTTP response pipeline across two Python versions. Q3: Reference tests exist — both unit tests (test_gzip.py) and integration tests are included. Q4: Pure Python.","The instruction goes far beyond the behavioral bug report and discloses the exact implementation and public API surface the patch adds. It explicitly names internals and signatures that mirror the diff and tests, e.g. ""A class named GzipDecodedReader must be available in ansible.module_utils.urls"", ""The Request class constructor must accept unredirected_headers and decompress parameters"", and ""When gzip module is unavailable and decompress is True, fetch_url must automatically disable decompression and issue a deprecation warning using module.deprecate with version='2.16'."" The diff shows those exact changes: `class GzipDecodedReader(GzipFile):`, `def __init__(..., unredirected_headers=None, decompress=True)`, and `module.deprecate(..., version='2.16')`. This gives away the fix path rather than only specifying the user-visible behavior.",instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad,swebench-pro,,6.5,TRUE,TRUE,FALSE,FALSE,1,lib,lib/ansible/module_utils/urls.py; lib/ansible/modules/get_url.py; lib/ansible/modules/uri.py,test/integration/targets/get_url/tasks/main.yml; test/integration/targets/uri/tasks/main.yml; test/sanity/ignore.txt; test/units/module_utils/urls/test_Request.py; test/units/module_utils/urls/test_fetch_url.py; test/units/module_utils/urls/test_gzip.py,,136,216,,,,swebench_instance_id,ansible-d58e69c8,promising,,,,,FALSE,,instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad,d58e69c82d7edd0583dd8e78d76b075c33c3151e,FALSE,37,40
ansible-e40889e7,ansible,,e40889e7112ae00a21a2c74312b330e67a766cc0,225ae65b0fcf0931c9ce58d68a28d1883d5bf451,225ae65b0fcf0931c9ce58d68a28d1883d5bf451,Title,,accept,leaked,"Q1: Models will diverge significantly in approach. This feature requires integrating SCM-based collection installation across multiple layers: CLI argument parsing (galaxy.py), collection requirement resolution (collection.py), a new utility module (galaxy.py utils), and requirement handling (requirement.py). The design_principles 'integration is the discriminating step' and 'preserving existing behavior while adding new behavior' both apply — the agent must wire git-based collections through the existing artifact installation pipeline without breaking tarball/galaxy/url/file flows. Q2: The core problem is genuinely hard — it involves URL parsing with fragments and commit-ish versions, temporary git clone management, galaxy.yml discovery in multiple directory layouts, recursive SCM dependency deduplication, and a new install_scm path alongside the existing install_artifact path. Q3: Tests exist — both integration tests (ansible-galaxy-collection-scm) and updated unit tests. Q4: Pure Python. Q5: Pre-Sept-2025 but the feature is complex enough with Ansible-specific architecture that contamination risk is moderate.","The instruction substantially reveals the implementation path and even private/internal symbols that the diff changes. It names exact internal functions and files such as: ""The `_parse_requirements_file` function in `lib/ansible/cli/galaxy.py` must parse collection entries so that each requirement returns a tuple with exactly four elements: `(name, version, type, path)`""; ""The `install_collections` function in `lib/ansible/galaxy/collection.py` must clone Git repositories to a temporary location when `type: git` is specified or inferred""; and ""The `scm_archive_collection` and `scm_archive_resource` functions in `lib/ansible/utils/galaxy.py` must be used to perform cloning and archiving of the collection content when installing from Git."" Those are fix-like directions rather than behavior-only requirements, and they closely mirror the diff introducing `lib/ansible/utils/galaxy.py`, `parse_scm`, and tuple-shape changes.",instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,swebench-pro,,9.5,TRUE,TRUE,TRUE,FALSE,3,changelogs; docs; lib,changelogs/fragments/69154-install-collection-from-git-repo.yml; docs/docsite/rst/dev_guide/developing_collections.rst; docs/docsite/rst/galaxy/user_guide.rst; docs/docsite/rst/shared_snippets/installing_collections_git_repo.txt; docs/docsite/rst/shared_snippets/installing_multiple_collections.txt; docs/docsite/rst/user_guide/collections_using.rst; lib/ansible/cli/galaxy.py; lib/ansible/galaxy/collection.py; lib/ansible/playbook/role/requirement.py; lib/ansible/utils/galaxy.py,test/integration/targets/ansible-galaxy-collection-scm/aliases; test/integration/targets/ansible-galaxy-collection-scm/meta/main.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/empty_installed_collections.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/individual_collection_repo.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/main.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/multi_collection_repo_all.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/multi_collection_repo_individual.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/reinstalling.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/scm_dependency.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/scm_dependency_deduplication.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/setup.yml; test/integration/targets/ansible-galaxy-collection-scm/tasks/setup_multi_collection_repo.yml; ...(+5 more),,647,333,,,,swebench_instance_id,ansible-e40889e7,promising,,,,,FALSE,,instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,e40889e7112ae00a21a2c74312b330e67a766cc0,FALSE,191,209
ansible-e64c6c1c,ansible,,e64c6c1ca50d7d26a8e7747d8eb87642e767cd74,a0aad17912da687a3b0b5a573ab6ed0394b569ad,a0aad17912da687a3b0b5a573ab6ed0394b569ad,"""# Title: Unarchive: ValueError: time data '19800000.000000' does not match format '%Y%m%d.%H%M%S'\n\n# Summary:\nAttemp",,reject,leaked,"matches AL1 pattern — trivial core logic. The fix is a straightforward method that wraps timestamp parsing with validation/clamping for edge cases (year < 1980, year > 2107, invalid format). The core logic is a simple regex match + bounds check, and the integration is a one-line replacement of the old datetime parsing call. No architectural reasoning, no cross-module wiring, no preservation-while-adding complexity. All models would follow the same find-line-fix-line strategy with minimal divergence (Q1: no model divergence expected; Q2: core problem is trivial).","The instruction discloses the implementation path and private API that the tests exercise. It explicitly says: ""The implementation must create a `_valid_time_stamp` method"" and ""The `_valid_time_stamp` function must use regular expressions to extract date components from the timestamp string in YYYYMMDD.HHMMSS format,"" while the tests directly call that private method: `assert z._valid_time_stamp(test_input) == expected`. It also prescribes the exact replacement site: ""The `is_unarchived` function must replace the use of datetime.datetime and time.strptime with the new `_valid_time_stamp` function,"" which mirrors the diff.",instance_ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74-v0f01c69f1e2528b935359cfe578530722bca2c59,swebench-pro,,5,TRUE,FALSE,TRUE,FALSE,2,changelogs; lib,changelogs/fragments/unarchive_timestamp.yml; lib/ansible/modules/unarchive.py,test/units/modules/test_unarchive.py,,28,53,,,,swebench_instance_id,ansible-e64c6c1c,rejected,,,,,FALSE,,instance_ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74-v0f01c69f1e2528b935359cfe578530722bca2c59,e64c6c1ca50d7d26a8e7747d8eb87642e767cd74,FALSE,1,6
ansible-eea46a0d,ansible,,eea46a0d1b99a6dadedbb6a3502d599235fa7ec3,07e7b69c04116f598ed2376616cbb46343d9a0e9,07e7b69c04116f598ed2376616cbb46343d9a0e9,Missing Ericsson ECCLI Platform Support in Ansible Network,,reject,leaked,"matches BT1 pattern — trivial core logic in a complex repo. The commit adds a new network platform (Ericsson ECCLI) by creating boilerplate files that closely follow existing patterns for other network platforms (EOS, EXOS, etc.). The module_utils, cliconf plugin, terminal plugin, and command module are all straightforward copies of the established pattern with minor string substitutions. There is no integration complexity — the files are self-contained and don't require architectural reasoning. The test file exists but tests trivial command-passing logic. Models would not diverge in approach since the strategy is simply 'copy existing platform pattern, substitute platform name and device-specific regexes.'","The instruction over-specifies the exact implementation surface in a way that reveals the fix path rather than just the desired behavior. It names concrete files and symbols such as: ""Name: get_connection Type: Function File: lib/ansible/module_utils/network/eric_eccli/eric_eccli.py"", ""Name: main (entrypoint of eric_eccli_command) File: lib/ansible/modules/network/eric_eccli/eric_eccli_command.py"", and ""Name: TerminalModule Type: Class (Ansible terminal plugin) File: lib/ansible/plugins/terminal/eric_eccli.py"". Those map directly to the PR diff, which adds exactly those files and symbols.",instance_ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3-v390e508d27db7a51eece36bb6d9698b63a5b638a,swebench-pro,,8.5,TRUE,TRUE,TRUE,FALSE,3,.github; docs; lib,.github/BOTMETA.yml; docs/docsite/rst/network/user_guide/platform_eric_eccli.rst; docs/docsite/rst/network/user_guide/platform_index.rst; lib/ansible/module_utils/network/eric_eccli/__init__.py; lib/ansible/module_utils/network/eric_eccli/eric_eccli.py; lib/ansible/modules/network/eric_eccli/__init__.py; lib/ansible/modules/network/eric_eccli/eric_eccli_command.py; lib/ansible/plugins/cliconf/eric_eccli.py; lib/ansible/plugins/terminal/eric_eccli.py,test/units/modules/network/eric_eccli/__init__.py; test/units/modules/network/eric_eccli/eccli_module.py; test/units/modules/network/eric_eccli/fixtures/configure_terminal; test/units/modules/network/eric_eccli/fixtures/show_version; test/units/modules/network/eric_eccli/test_eccli_command.py,,501,228,,,,swebench_instance_id,ansible-eea46a0d,rejected,,,,,FALSE,,instance_ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3-v390e508d27db7a51eece36bb6d9698b63a5b638a,eea46a0d1b99a6dadedbb6a3502d599235fa7ec3,FALSE,9,10
openlibrary-11838fad,openlibrary,,11838fad1028672eb975c79d8984f03348500173,4ff15b75531e51f365d72241efe9675b6982bdcc,4ff15b75531e51f365d72241efe9675b6982bdcc,"""# Consistent author extraction from MARC 1xx and 7xx fields and reliable linkage of alternate script names via 880\n\n#",,accept,leaked,"Q1: Models will diverge significantly in approach. The commit requires merging two previously separate code paths (read_authors from 1xx fields and read_contributions from 7xx fields) into a unified read_authors function, while simultaneously changing the 880 alternate script linkage behavior to prefer the alternate script name as the primary name (swapping name/alternate_names). This is a non-trivial integration task per design_principles: 'Preserving existing behavior while adding new behavior is a genuine trap.' Q2: The core problem is genuinely hard — it requires understanding MARC field semantics (1xx vs 7xx, 880 linkage), deduplication logic, entity type handling for persons/orgs/events, and correct alternate script name resolution. Q3: Extensive test fixtures exist (60+ JSON expectation files updated). Q4: Pure Python. Q5: Commit is from openlibrary, a moderately well-known repo, but the specific MARC parsing refactor is unlikely to be memorized.","The instruction directly names the implementation file and functions and even prescribes the code-level fix, which goes beyond describing behavior. For example: ""In openlibrary/catalog/marc/parse.py, read_authors must produce a single structured authors array"", ""read_author_person must suppress personal_name when it equals name"", and especially ""When building role strings, use name_from_list with strip_trailing_dot=False or an equivalent mechanism to avoid trimming the final dot."" These map almost exactly to the diff in `openlibrary/catalog/marc/parse.py` where `name_from_list` gains `strip_trailing_dot`, `read_author_person` deletes redundant `personal_name`, and `read_contributions` is removed from `read_edition`. The tests are broadly aligned with the behavioral contract, so the main issue is instruction leakage rather than narrowness.",instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,swebench-pro,,4.5,TRUE,FALSE,FALSE,FALSE,1,openlibrary,openlibrary/catalog/marc/parse.py,.github/workflows/python_tests.yml; openlibrary/catalog/add_book/tests/test_load_book.py; openlibrary/catalog/marc/tests/test_data/bin_expect/13dipolarcycload00burk_meta.json; openlibrary/catalog/marc/tests/test_data/bin_expect/710_org_name_in_direct_order.json; openlibrary/catalog/marc/tests/test_data/bin_expect/830_series.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_Nihon_no_chasho.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_alternate_script.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_arabic_french_many_linkages.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_publisher_unlinked.json; openlibrary/catalog/marc/tests/test_data/bin_expect/880_table_of_contents.json; openlibrary/catalog/marc/tests/test_data/bin_expect/bijouorannualofl1828cole_meta.json; openlibrary/catalog/marc/tests/test_data/bin_expect/bpl_0486266893.json; ...(+47 more),,133,612,,,,swebench_instance_id,openlibrary-11838fad,promising,,,,,FALSE,,instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,11838fad1028672eb975c79d8984f03348500173,FALSE,82,87
openlibrary-30bc73a1,openlibrary,,30bc73a1395fba2300087c7f307e54bb5372b60a,540853735859789920caf9ee78a762ebe14f6103,540853735859789920caf9ee78a762ebe14f6103,"""## Title: Improve cover archival and delivery by adding zip-based batch processing and proper redirects for high cover",,reject,leaked,"Q3: While test files exist, the tests are minimal (test path generation, a simple arithmetic helper, and a doctest-style ID conversion). The tests don't exercise the core integration behavior — zip-based archival, upload workflow, database updates, or the cover redirect logic in code.py. The meaningful behavioral changes (ZipManager replacing TarManager, Batch.process_pending workflow, Cover redirect in code.py) have no corresponding test coverage. Additionally, this commit heavily depends on external services (archive.org, internetarchive library, subprocess calls to `ia` CLI) and database state, making it very difficult to create a self-contained verifiable task. The tests that do exist verify trivial string formatting and arithmetic — matches BT1 pattern where the testable core logic is trivial despite surrounding complexity.","The instruction substantially reveals the exact APIs and symbols exercised by the tests and mirrored in the diff, including private/internal methods. For example, it explicitly requires: ""The system must include logic to calculate the end of a 10,000-cover batch range given a starting cover ID"" and in the interface names `CoverDB` with method `update_completed_batch` plus `Batch.get_relpath(...)` and `Cover.id_to_item_and_batch_id(...)`. The tests then check those exact implementation-facing symbols: `assert archive.CoverDB._get_batch_end_id(start_id=8820500) == 8830000`, `assert archive.Batch.get_relpath(""0008"", ""80"") == ""covers_0008/covers_0008_80""`, and `assert archive.Cover.id_to_item_and_batch_id(987_654_321) == ('0987', '65')`. This goes beyond behavior-level requirements and gives the solver the exact class/method structure and naming recipe seen in the diff.",instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,swebench-pro,,5,TRUE,TRUE,FALSE,FALSE,1,openlibrary,openlibrary/coverstore/README.md; openlibrary/coverstore/archive.py; openlibrary/coverstore/code.py; openlibrary/coverstore/schema.sql,openlibrary/coverstore/tests/test_archive.py,,623,36,,,,swebench_instance_id,openlibrary-30bc73a1,rejected,,,,,FALSE,,instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,30bc73a1395fba2300087c7f307e54bb5372b60a,FALSE,1,3
